tweet,sentiment
Your hold music needs be fixedcertain tracks have loud phone button mashing tones in themEstimated wait time would help,negative
Can you not Our fleets on fleek,neutral
thanks keep me updated just hope I make either of my connections to Killeen Tx,positive
MiamiPhL flight Cancelled Flightled just as I got to the gate No one from AA around no one on the phone Awful awful awful,negative
so thats it It just ends there Come on I traveled for literally an extra day and a half because of this,negative
has Cancelled Flighted arrival into SHV tonight amp the st departure flight on Mon Feb rd Check with your airline for flight status,negative
flight was full open middle seat Did not want to sit there What is your policy,neutral
hour delay while sitting on the plane and you still wanna charge me for beer Nah Im good,negative
your site is tripping Im trying to check in and Im getting the plain text version I am reluctant to enter any card info,negative
currently in minute of being on hold with cust service Do I need to do anything to add a lap child to my reservation,negative
correct date is,negative
I had to change airports to actually get a flight out when my flight from FAY was Cancelled Flightled twice taxi ride to RDUreimburse,negative
is to airlines as is to cableinternet,negative
The agent that met us at the gate said any issues wdelays on UA would have to be taken up online,negative
between your airline and Ive now spent three extra days traveling DOMESTIC and spent hundreds of dollars,negative
been on hold for over an hour to speak to a customer service rep What the heck Southwest customerservice,negative
Thats an awesome library,positive
DFW GATE to BMI agent seriously is beyond incompetent Never flying AA again if can be avoided fail pathetic,negative
Im aware I fly a lot Just sad I had to change my shoes boots ha HappyFlight,neutral
your computer system went down ok that is understandable but the agents make it worse by not helping her or anyone else,negative
THANK YOU SO MUCH YOURE AMAZING IM GOING TO CRY OMG,positive
worst view for an athlete watching your team from the front seat of the chase van nogearnotraining,negative
whats the deal with flight from DCA to PHL We boarded on time left the gate a few mins Late Flight and are now sat on Tarmac,negative
That link doesnt work on mobile,negative
So I can buy tix days before flight but cant transfer the tix Flawed security logic Flawed customer service,negative
it was UA flight Now Im currently stuck in Portland because I missed my ride because of the hour delay GetMartyHome,negative
it was coming and next catching home to DCA Lets get another great leg too tonight,positive
can someone please tell me who I have to talk to getittogether findurgrip,negative
flt Capt Herman is amazing Came out before flight to play ask the captain anything Wonderful ambassador to the airline,positive
nope not here You need a little red stamp from the counter Check yourself before you wreck yourself son,negative
keep going back and forth with being able to board and then not But great agents in savannah,positive
LOLOLOLOLOL Our fleets on fleek,neutral
Your chat support is not working on your site,negative
I did already rebook and now I will miss my first appointments in London tomorrow morning Thanks for ruining my trip AGAIN,negative
